"system","evaluation","budget","parameters","parameterKey","norm","numeratorRy","analyticKineticRy","correctionRy","elapsedSeconds","completed"
"X",22,100000,"{0.6498394085677732}","0.6498394085677732",0.19249014692287372,-0.5450681142473253,0.4851657329591728,-2.3465018768417654,9.6558909,"2026-07-31T14:43:12"
"X",23,100000,"{0.6498394085677732}","0.6498394085677732",0.19249014692287372,-0.5450681142473253,0.4851657329591728,-2.3465018768417654,0.0005715,"2026-07-31T14:43:13"
"X",24,100000,"{0.6545269085677733}","0.6545269085677733",0.19057377086714972,-0.5433981902839663,0.4921902890629133,-2.359189456488603,9.7016725,"2026-07-31T14:43:22"
"X",25,100000,"{0.6529644085677733}","0.6529644085677733",0.19122941897049198,-0.5477632329502238,0.48984316055263866,-2.3745865694500834,0.0007423,"2026-07-31T14:43:22"
"X",26,100000,"{0.6545269085677733}","0.6545269085677733",0.19057377086714972,-0.5433981902839663,0.4921902890629133,-2.359189456488603,0.0004983,"2026-07-31T14:43:22"
"X",27,100000,"{0.6514019085677732}","0.6514019085677732",0.19183042446916374,-0.545216602423575,0.4875016418513919,-2.354678392584267,9.6978615,"2026-07-31T14:43:32"
"X",28,100000,"{0.6537456585677732}","0.6537456585677732",0.19087924774056347,-0.5442115932672654,0.4910160235816474,-2.3600618159902016,9.666375,"2026-07-31T14:43:42"
"X",29,100000,"{0.6521831585677733}","0.6521831585677733",0.19161479395208716,-0.542693062253251,0.4886716999758869,-2.3435368735904643,9.6272682,"2026-07-31T14:43:51"
"X",30,100000,"{0.6533550335677732}","0.6533550335677732",0.19112385914423832,-0.5423620315463469,0.4904294167606109,-2.3473221542613745,9.6901018,"2026-07-31T14:44:01"
"X",31,100000,"{0.6529644085677733}","0.6529644085677733",0.19122941897049198,-0.5477632329502238,0.48984316055263866,-2.3745865694500834,0.0005947,"2026-07-31T14:44:01"
"X",32,100000,"{0.6533550335677732}","0.6533550335677732",0.19112385914423832,-0.5423620315463469,0.4904294167606109,-2.3473221542613745,0.0005797,"2026-07-31T14:44:01"
"X",33,100000,"{0.6529644085677733}","0.6529644085677733",0.19122941897049198,-0.5477632329502238,0.48984316055263866,-2.3745865694500834,0.000638,"2026-07-31T14:44:01"
"XX",1,100000,"{0.6798642956307124, 0.15377949033301186, 2.492963267977676, 2.1088466287924317}","0.6798642956307124|0.15377949033301186|2.492963267977676|2.1088466287924317",0.0005521111779897368,-0.002679507860815574,,-4.85320342647615,339.3718347,"2026-07-31T14:49:41"
"XX",2,100000,"{0.8798642956307123, 0.15377949033301186, 2.492963267977676, 2.1088466287924317}","0.8798642956307123|0.15377949033301186|2.492963267977676|2.1088466287924317",0.00025339177891059824,-0.0011868000471960461,,-4.68365647969492,337.0437893,"2026-07-31T14:55:18"
"XX",3,100000,"{0.6798642956307124, 0.35377949033301187, 2.492963267977676, 2.1088466287924317}","0.6798642956307124|0.35377949033301187|2.492963267977676|2.1088466287924317",0.00023181714298306608,-0.0010578034868047538,,-4.563094313012152,337.5349871,"2026-07-31T15:00:56"
"XX",4,100000,"{0.6798642956307124, 0.15377949033301186, 2.6929632679776763, 2.1088466287924317}","0.6798642956307124|0.15377949033301186|2.6929632679776763|2.1088466287924317",0.0005902055682980163,-0.002849024632552079,,-4.827173421572165,344.3194613,"2026-07-31T15:06:40"
"XX",5,100000,"{0.6798642956307124, 0.15377949033301186, 2.492963267977676, 2.308846628792432}","0.6798642956307124|0.15377949033301186|2.492963267977676|2.308846628792432",0.0003410618576973123,-0.0016816101832229952,,-4.930513762448926,338.0865091,"2026-07-31T15:12:18"
"XX",6,100000,"{0.6798642956307124, 0.15377949033301186, 2.492963267977676, 2.1088466287924317}","0.6798642956307124|0.15377949033301186|2.492963267977676|2.1088466287924317",0.0005521111779897368,-0.002679507860815574,,-4.85320342647615,0.0005682,"2026-07-31T15:12:18"
"XX",7,100000,"{0.8798642956307123, 0.15377949033301186, 2.492963267977676, 2.1088466287924317}","0.8798642956307123|0.15377949033301186|2.492963267977676|2.1088466287924317",0.00025339177891059824,-0.0011868000471960461,,-4.68365647969492,0.0007624,"2026-07-31T15:12:18"
"XX",8,100000,"{0.6798642956307124, 0.35377949033301187, 2.492963267977676, 2.1088466287924317}","0.6798642956307124|0.35377949033301187|2.492963267977676|2.1088466287924317",0.00023181714298306608,-0.0010578034868047538,,-4.563094313012152,0.0006326,"2026-07-31T15:12:18"
"XX",9,100000,"{0.6798642956307124, 0.15377949033301186, 2.6929632679776763, 2.1088466287924317}","0.6798642956307124|0.15377949033301186|2.6929632679776763|2.1088466287924317",0.0005902055682980163,-0.002849024632552079,,-4.827173421572165,0.0007795,"2026-07-31T15:12:18"
"XX",10,100000,"{0.6798642956307124, 0.15377949033301186, 2.492963267977676, 2.308846628792432}","0.6798642956307124|0.15377949033301186|2.492963267977676|2.308846628792432",0.0003410618576973123,-0.0016816101832229952,,-4.930513762448926,0.0009235,"2026-07-31T15:12:18"
"XX",11,100000,"{0.7798642956307125, 0.06524678079740286, 2.5929632679776757, 2.208846628792432}","0.7798642956307125|0.06524678079740286|2.5929632679776757|2.208846628792432",0.0004503180317482229,-0.002155817409539281,,-4.787321975915499,342.0028379,"2026-07-31T15:18:01"
"XX",12,100000,"{0.5298642956307125, 0.10951313556520736, 2.6429632679776764, 2.258846628792432}","0.5298642956307125|0.10951313556520736|2.6429632679776764|2.258846628792432",0.0009201954492234521,-0.004471908187531968,,-4.859737343089218,336.7730319,"2026-07-31T15:23:37"
"XX",13,100000,"{0.5048642956307123, 0.2201790224847186, 2.567963267977677, 2.183846628792431}","0.5048642956307123|0.2201790224847186|2.567963267977677|2.183846628792431",0.0007176051256082569,-0.0035213384132311305,,-4.907069762421737,336.9211728,"2026-07-31T15:29:14"
"XX",14,100000,"{0.5173642956307123, 0.16484607902496295, 2.4054632679776766, 2.321346628792431}","0.5173642956307123|0.16484607902496295|2.4054632679776766|2.321346628792431",0.000611771066663855,-0.002936817686894303,,-4.800517459757496,337.5952654,"2026-07-31T15:34:52"
"XX",15,100000,"{0.6392392956307124, 0.15654613750599963, 2.6210882679776764, 2.1619716287924318}","0.6392392956307124|0.15654613750599963|2.6210882679776764|2.1619716287924318",0.0005842075439648072,-0.0028708597425212696,,-4.914109330115413,337.628689,"2026-07-31T15:40:30"
"XX",16,100000,"{0.49705179563071256, 0.1662294026114569, 2.669525767977677, 2.347909128792432}","0.49705179563071256|0.1662294026114569|2.669525767977677|2.347909128792432",0.0006580604253158959,-0.0031922696673496133,,-4.851028179999114,337.0826549,"2026-07-31T15:46:07"
"XX",17,100000,"{0.6341611706307124, 0.15689196840262312, 2.5371038929776764, 2.168612253792432}","0.6341611706307124|0.15689196840262312|2.5371038929776764|2.168612253792432",0.0005752042779642941,-0.002781860590858598,,-4.836300245721195,343.6911974,"2026-07-31T15:51:51"
"XX",18,100000,"{0.6798642956307124, 0.15377949033301186, 2.492963267977676, 2.2088466287924318}","0.6798642956307124|0.15377949033301186|2.492963267977676|2.2088466287924318",0.00043279777476249863,-0.002083326209419473,,-4.813625048240406,351.433601,"2026-07-31T15:57:42"
"XX",19,100000,"{0.6048642956307124, 0.1316463129491096, 2.5679632679776763, 2.283846628792432}","0.6048642956307124|0.1316463129491096|2.5679632679776763|2.283846628792432",0.0005560268216883636,-0.0026618906729907257,,-4.787342209334348,341.4415962,"2026-07-31T16:03:24"
"XX",20,100000,"{0.5923642956307124, 0.18697925640886523, 2.5304632679776766, 2.2463466287924314}","0.5923642956307124|0.18697925640886523|2.5304632679776766|2.2463466287924314",0.0004916904170094576,-0.00240421292247775,,-4.889688387869283,340.6881708,"2026-07-31T16:09:05"
"XX",21,100000,"{0.6595517956307124, 0.15516281391950576, 2.5570257679776764, 2.2354091287924316}","0.6595517956307124|0.15516281391950576|2.5570257679776764|2.2354091287924316",0.00044433193355676744,-0.0021750411246101303,,-4.895081717848778,338.3608904,"2026-07-31T16:14:43"
"XX",22,100000,"{0.6798642956307124, 0.15377949033301186, 2.492963267977676, 2.308846628792432}","0.6798642956307124|0.15377949033301186|2.492963267977676|2.308846628792432",0.0003410618576973123,-0.0016816101832229952,,-4.930513762448926,0.0007307,"2026-07-31T16:14:43"
"XX",23,100000,"{0.7009580456307125, 0.19320421254808778, 2.468744517977676, 2.2158778787924316}","0.7009580456307125|0.19320421254808778|2.468744517977676|2.2158778787924316",0.00032647171728878,-0.001590415578626988,,-4.871526366310587,340.8153242,"2026-07-31T16:20:24"
"XX",24,100000,"{0.6365049206307123, 0.19078339627172347, 2.5316351429776764, 2.294393503792432}","0.6365049206307123|0.19078339627172347|2.5316351429776764|2.294393503792432",0.00036020309148175524,-0.0017284817776109366,,-4.798631156941323,340.5154989,"2026-07-31T16:26:04"
"XX",25,100000,"{0.6690244518807124, 0.16303046681768976, 2.502631236727676, 2.230233347542432}","0.6690244518807124|0.16303046681768976|2.502631236727676|2.230233347542432",0.00041283824610278177,-0.0020004194019031603,,-4.845528292950669,339.8864371,"2026-07-31T16:31:44"
"XX",26,100000,"{0.6473447643807123, 0.18153241978704557, 2.5219671742276764, 2.273006785042432}","0.6473447643807123|0.18153241978704557|2.5219671742276764|2.273006785042432",0.0003764236805695587,-0.0018412848244709068,,-4.891522291278003,341.6535313,"2026-07-31T16:37:26"
"XX",27,100000,"{0.6798642956307124, 0.15377949033301186, 2.492963267977676, 2.1088466287924317}","0.6798642956307124|0.15377949033301186|2.492963267977676|2.1088466287924317",0.0005521111779897368,-0.002679507860815574,,-4.85320342647615,0.0009558,"2026-07-31T16:37:27"
"XX",28,100000,"{0.8798642956307123, 0.15377949033301186, 2.492963267977676, 2.1088466287924317}","0.8798642956307123|0.15377949033301186|2.492963267977676|2.1088466287924317",0.00025339177891059824,-0.0011868000471960461,,-4.68365647969492,0.0012759,"2026-07-31T16:37:27"
"XX",29,100000,"{0.6798642956307124, 0.35377949033301187, 2.492963267977676, 2.1088466287924317}","0.6798642956307124|0.35377949033301187|2.492963267977676|2.1088466287924317",0.00023181714298306608,-0.0010578034868047538,,-4.563094313012152,0.0010581,"2026-07-31T16:37:27"
"XX",30,100000,"{0.6798642956307124, 0.15377949033301186, 2.6929632679776763, 2.1088466287924317}","0.6798642956307124|0.15377949033301186|2.6929632679776763|2.1088466287924317",0.0005902055682980163,-0.002849024632552079,,-4.827173421572165,0.0008814,"2026-07-31T16:37:27"
"XX",31,100000,"{0.6798642956307124, 0.15377949033301186, 2.492963267977676, 2.308846628792432}","0.6798642956307124|0.15377949033301186|2.492963267977676|2.308846628792432",0.0003410618576973123,-0.0016816101832229952,,-4.930513762448926,0.0010634,"2026-07-31T16:37:27"
